"","simulation_id","HR_target","scenario_functions","n_patients","max_time","doses","binarization_dose","n_knots","constraint","cutoff","n_bootstraps","BIC","HR","lower_IC","higher_IC"
"120","2024-04-25 : variability simulation 100000_condition-2_20",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120183.843277325,1.26966935731993,1.15445395220732,1.4032867980767
"121","2024-04-25 : variability simulation 100000_condition-2_21",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121236.599956076,1.49563674041787,1.36375082700072,1.64935763434037
"122","2024-04-25 : variability simulation 100000_condition-2_22",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121727.801838365,1.42657972664062,1.29549642788994,1.56373505614837
"123","2024-04-25 : variability simulation 100000_condition-2_23",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121442.811556404,1.40359901333625,1.27338593148702,1.5475146501471
"124","2024-04-25 : variability simulation 100000_condition-2_24",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121781.340432476,1.5103890851439,1.37477619448039,1.66273631269049
"125","2024-04-25 : variability simulation 100000_condition-2_25",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122035.013466592,1.5314599525969,1.37990651601556,1.69871693165337
"126","2024-04-25 : variability simulation 100000_condition-2_26",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121978.990551446,1.46928401110161,1.32174857874127,1.61152141610784
"127","2024-04-25 : variability simulation 100000_condition-2_27",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121362.523294132,1.4276655385599,1.29259608579366,1.58900318048683
"128","2024-04-25 : variability simulation 100000_condition-2_28",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121433.316679159,1.36724395807292,1.24999734691273,1.51184975526239
"129","2024-04-25 : variability simulation 100000_condition-2_29",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121581.064188854,1.35694519602361,1.22552825907656,1.50732729196287
"130","2024-04-25 : variability simulation 100000_condition-2_30",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122093.467466256,1.42216774726318,1.29082569348584,1.5695608766018
"131","2024-04-25 : variability simulation 100000_condition-2_31",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,123033.282702251,1.51468947160921,1.37541710696046,1.6723323124539
"132","2024-04-25 : variability simulation 100000_condition-2_32",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122887.011349712,1.54656555992556,1.39512334010214,1.70043389053348
"133","2024-04-25 : variability simulation 100000_condition-2_33",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122127.328614477,1.42462069972546,1.29395702536832,1.57343277405539
"134","2024-04-25 : variability simulation 100000_condition-2_34",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121782.667321891,1.50503636580084,1.37262592109845,1.65876606368534
"135","2024-04-25 : variability simulation 100000_condition-2_35",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120331.364812287,1.47102081038086,1.33284889404769,1.61791025683894
"136","2024-04-25 : variability simulation 100000_condition-2_36",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121835.732875157,1.32461945705883,1.20048296827736,1.45052602274917
"137","2024-04-25 : variability simulation 100000_condition-2_37",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120486.702497154,1.31762327435871,1.19057121812041,1.45527264140992
"138","2024-04-25 : variability simulation 100000_condition-2_38",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121191.980467929,1.47887926218654,1.34471344936628,1.61482168415579
"139","2024-04-25 : variability simulation 100000_condition-2_39",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121912.81170691,1.5009329489984,1.35804597663842,1.64120705514953
"140","2024-04-25 : variability simulation 100000_condition-2_40",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121599.28503541,1.29316022281261,1.16991289078549,1.41087462903859
"141","2024-04-25 : variability simulation 100000_condition-2_41",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120619.746432898,1.51562627406471,1.36362875395319,1.67783841754933
"142","2024-04-25 : variability simulation 100000_condition-2_42",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121046.97977558,1.49853385221717,1.36395774570947,1.65604267225969
"143","2024-04-25 : variability simulation 100000_condition-2_43",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122490.327308687,1.43525124057514,1.3090744553896,1.58676594387634
"144","2024-04-25 : variability simulation 100000_condition-2_44",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121623.28589078,1.60898647812783,1.45969841451825,1.77495929724789
"145","2024-04-25 : variability simulation 100000_condition-2_45",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121799.90395691,1.3449838188938,1.21206899992842,1.48625842617526
"146","2024-04-25 : variability simulation 100000_condition-2_46",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,119847.940231034,1.3300742382544,1.21133966312123,1.46120693312146
"147","2024-04-25 : variability simulation 100000_condition-2_47",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121813.787022803,1.41544113717485,1.28723158010065,1.55843171873268
"148","2024-04-25 : variability simulation 100000_condition-2_48",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121249.454226316,1.38814424412333,1.25459532934904,1.51111772334774
"149","2024-04-25 : variability simulation 100000_condition-2_49",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121048.048929818,1.50781695650804,1.36682045556799,1.65181453075958
"150","2024-04-25 : variability simulation 100000_condition-2_50",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120552.461983041,1.50004593210115,1.36306421162354,1.6455713067501
"151","2024-04-25 : variability simulation 100000_condition-2_51",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121524.366562372,1.48949229661863,1.34764818496021,1.65338388856207
"152","2024-04-25 : variability simulation 100000_condition-2_52",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122277.46042307,1.5356465618048,1.40012324560326,1.69288924622136
"153","2024-04-25 : variability simulation 100000_condition-2_53",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,123291.745210579,1.45099278817343,1.32503559278324,1.60325818979304
"154","2024-04-25 : variability simulation 100000_condition-2_54",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121147.63819843,1.35886612818134,1.24119607996722,1.49537486604398
"155","2024-04-25 : variability simulation 100000_condition-2_55",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120617.792475369,1.45460669031443,1.32737236818419,1.60173881387299
"156","2024-04-25 : variability simulation 100000_condition-2_56",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120249.057875076,1.48823734240341,1.33957689257147,1.64786518767338
"157","2024-04-25 : variability simulation 100000_condition-2_57",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120864.08940083,1.50807771485225,1.36706997903458,1.66416087904412
"158","2024-04-25 : variability simulation 100000_condition-2_58",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121538.351827997,1.52039992368493,1.37796235590801,1.69467159424005
"159","2024-04-25 : variability simulation 100000_condition-2_59",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121095.567919779,1.56246612405263,1.41295787494845,1.74409255285048
"160","2024-04-25 : variability simulation 100000_condition-2_60",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121895.445422032,1.40506687402802,1.27161357016044,1.54276111026541
"161","2024-04-25 : variability simulation 100000_condition-2_61",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121346.360759169,1.46680438144771,1.32967596131962,1.61766526071891
"162","2024-04-25 : variability simulation 100000_condition-2_62",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121049.965116349,1.49256120479699,1.36018928646018,1.63804847386552
"163","2024-04-25 : variability simulation 100000_condition-2_63",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,119931.592342646,1.42282482230523,1.29542836071987,1.57036468587575
"164","2024-04-25 : variability simulation 100000_condition-2_64",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121273.08875295,1.32232537145123,1.20267265904735,1.45403002405964
"165","2024-04-25 : variability simulation 100000_condition-2_65",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122270.689949657,1.42769698067056,1.29676979174244,1.57466663078568
"166","2024-04-25 : variability simulation 100000_condition-2_66",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122656.526554402,1.38140735745561,1.2543678248839,1.53694900706988
"167","2024-04-25 : variability simulation 100000_condition-2_67",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121542.364368542,1.36887994193691,1.24050920042125,1.50650188859896
"168","2024-04-25 : variability simulation 100000_condition-2_68",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122200.310145727,1.47850684641585,1.34238517396009,1.62468861293816
"169","2024-04-25 : variability simulation 100000_condition-2_69",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121872.219673454,1.34626417972302,1.22135331085864,1.48856680029519
"170","2024-04-25 : variability simulation 100000_condition-2_70",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122173.712907721,1.49999207720931,1.3625864827669,1.65147268960832
"171","2024-04-25 : variability simulation 100000_condition-2_71",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121322.508077304,1.47658393148231,1.34490024264452,1.6386652458164
"172","2024-04-25 : variability simulation 100000_condition-2_72",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121508.024128626,1.5502851085128,1.3999741264872,1.71015866638985
"173","2024-04-25 : variability simulation 100000_condition-2_73",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122325.452979899,1.41001612699341,1.28000495121275,1.54858663953158
"174","2024-04-25 : variability simulation 100000_condition-2_74",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121487.985959274,1.49531592761563,1.36389372192989,1.65332476097421
"175","2024-04-25 : variability simulation 100000_condition-2_75",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121105.324008429,1.44730276056874,1.30631737997398,1.60679860211527
"176","2024-04-25 : variability simulation 100000_condition-2_76",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,119762.316084918,1.54028779578643,1.39672312796783,1.69499929130093
"177","2024-04-25 : variability simulation 100000_condition-2_77",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121995.351160821,1.46277934419983,1.33604417371571,1.61633229621929
"178","2024-04-25 : variability simulation 100000_condition-2_78",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121049.075241349,1.39492749588642,1.26540609422887,1.53967356445909
"179","2024-04-25 : variability simulation 100000_condition-2_79",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120624.348245398,1.37480887569652,1.25537676814622,1.51600027787634
"180","2024-04-25 : variability simulation 100000_condition-2_80",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120676.362557898,1.53682138109075,1.3959379760454,1.6926571724582
"181","2024-04-25 : variability simulation 100000_condition-2_81",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120958.593186662,1.57149394126526,1.4246610223961,1.73011902691002
"182","2024-04-25 : variability simulation 100000_condition-2_82",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121854.116654772,1.44646677234383,1.31154031779553,1.59656054071249
"183","2024-04-25 : variability simulation 100000_condition-2_83",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121221.623189978,1.47438796135653,1.33410770840307,1.61416111359305
"184","2024-04-25 : variability simulation 100000_condition-2_84",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121951.101005655,1.51641054233764,1.37081624818374,1.67920985086719
"185","2024-04-25 : variability simulation 100000_condition-2_85",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121790.96470946,1.40484488528675,1.27912393473858,1.54541856998794
"186","2024-04-25 : variability simulation 100000_condition-2_86",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120358.34760368,1.43236941259831,1.30574408874457,1.57936835076228
"187","2024-04-25 : variability simulation 100000_condition-2_87",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120568.573136023,1.39205561764627,1.27042710020033,1.54558832186357
"188","2024-04-25 : variability simulation 100000_condition-2_88",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121900.259652642,1.49607018679863,1.36834375869414,1.66479323180233
"189","2024-04-25 : variability simulation 100000_condition-2_89",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122061.763893854,1.4403169110777,1.3081715367837,1.59192615449944
"190","2024-04-25 : variability simulation 100000_condition-2_90",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121523.155235729,1.4051134332341,1.26609113712684,1.56050976606692
"191","2024-04-25 : variability simulation 100000_condition-2_91",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121309.052421054,1.48580162835571,1.34331848574854,1.65111810937085
"192","2024-04-25 : variability simulation 100000_condition-2_92",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122468.848991902,1.45610852210876,1.32953273959365,1.60073102984115
"193","2024-04-25 : variability simulation 100000_condition-2_93",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122095.627536842,1.42732463392459,1.29705978831557,1.56798457360089
"194","2024-04-25 : variability simulation 100000_condition-2_94",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,123531.010910354,1.39538851131751,1.2770042584549,1.54906433472065
"195","2024-04-25 : variability simulation 100000_condition-2_95",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121346.533806044,1.39152672059679,1.25813115561775,1.53061450510598
"196","2024-04-25 : variability simulation 100000_condition-2_96",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121210.542921054,1.37352405572505,1.23925782676762,1.52039624775482
"197","2024-04-25 : variability simulation 100000_condition-2_97",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120586.66231571,1.50023631028809,1.36975151227789,1.65147261806064
"198","2024-04-25 : variability simulation 100000_condition-2_98",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,122382.984204289,1.38379907662415,1.25809692753265,1.53135599242565
"199","2024-04-25 : variability simulation 100000_condition-2_99",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,120368.294048992,1.52974832164816,1.39625843936775,1.68996871527404
"200","2024-04-25 : variability simulation 100000_condition-2_100",1.5,"exponential_scenario",10000,365,"c(1, 1.5, 2, 2.5, 3)","FALSE",1,"R",180,1000,121449.156335409,1.41781087160679,1.28365691223593,1.56918648375819
