"V1"
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
1.5220700152207e-05
